estados_brasileiros,ano,cultura,producao_toneladas
Rio Grande do Norte,2018,cana_de_acucar,3855065
Rio Grande do Norte,2019,cana_de_acucar,3849118
Rio Grande do Norte,2020,cana_de_acucar,3913165
Rio Grande do Norte,2021,cana_de_acucar,4058263
Rio Grande do Norte,2022,cana_de_acucar,3342940
Rio Grande do Norte,2023,cana_de_acucar,3747272
Rio Grande do Sul,2010,cana_de_acucar,1504692
Rio Grande do Sul,2011,cana_de_acucar,1384967
Rio Grande do Sul,2012,cana_de_acucar,981594
Rio Grande do Sul,2013,cana_de_acucar,1126122
Rio Grande do Sul,2014,cana_de_acucar,1043336
Rio Grande do Sul,2015,cana_de_acucar,834500
Rio Grande do Sul,2016,cana_de_acucar,761076
Rio Grande do Sul,2017,cana_de_acucar,730267
Rio Grande do Sul,2018,cana_de_acucar,680979
Rio Grande do Sul,2019,cana_de_acucar,628379
Rio Grande do Sul,2020,cana_de_acucar,538129
Rio Grande do Sul,2021,cana_de_acucar,590062
Rio Grande do Sul,2022,cana_de_acucar,412963
Rio Grande do Sul,2023,cana_de_acucar,426956
Rio de Janeiro,2010,cana_de_acucar,6394477
Rio de Janeiro,2011,cana_de_acucar,5137700
Rio de Janeiro,2012,cana_de_acucar,5692869
Rio de Janeiro,2013,cana_de_acucar,4955701
Rio de Janeiro,2014,cana_de_acucar,4783066
Rio de Janeiro,2015,cana_de_acucar,3919509
Rio de Janeiro,2016,cana_de_acucar,2514376
Rio de Janeiro,2017,cana_de_acucar,2352977
Rio de Janeiro,2018,cana_de_acucar,2191722
Rio de Janeiro,2019,cana_de_acucar,2457158
Rio de Janeiro,2020,cana_de_acucar,2557786
Rio de Janeiro,2021,cana_de_acucar,2556322
Rio de Janeiro,2022,cana_de_acucar,2708935
Rio de Janeiro,2023,cana_de_acucar,2386537
Rondonia,2010,cana_de_acucar,233527
Rondonia,2011,cana_de_acucar,218975
Rondonia,2012,cana_de_acucar,221870
Rondonia,2013,cana_de_acucar,309620
Rondonia,2014,cana_de_acucar,334636
Rondonia,2015,cana_de_acucar,159383
Rondonia,2016,cana_de_acucar,339481
Rondonia,2017,cana_de_acucar,236736
Rondonia,2018,cana_de_acucar,71962
Rondonia,2019,cana_de_acucar,111336
Rondonia,2020,cana_de_acucar,30643
Rondonia,2021,cana_de_acucar,24528
Rondonia,2022,cana_de_acucar,17807
Rondonia,2023,cana_de_acucar,21173
Roraima,2010,cana_de_acucar,1455
Roraima,2011,cana_de_acucar,1383
Roraima,2012,cana_de_acucar,1300
Roraima,2013,cana_de_acucar,4460
Roraima,2014,cana_de_acucar,2808
Roraima,2015,cana_de_acucar,3975
Roraima,2016,cana_de_acucar,3008
Roraima,2017,cana_de_acucar,2975
Roraima,2018,cana_de_acucar,2031
Roraima,2019,cana_de_acucar,2090
Roraima,2020,cana_de_acucar,2290
Roraima,2021,cana_de_acucar,2586
Roraima,2022,cana_de_acucar,3135
Roraima,2023,cana_de_acucar,3035
Santa Catarina,2010,cana_de_acucar,422014
Santa Catarina,2011,cana_de_acucar,532656
Santa Catarina,2012,cana_de_acucar,499049
Santa Catarina,2013,cana_de_acucar,498535
Santa Catarina,2014,cana_de_acucar,563600
Santa Catarina,2015,cana_de_acucar,384625
Santa Catarina,2016,cana_de_acucar,373845
Santa Catarina,2017,cana_de_acucar,369083
Santa Catarina,2018,cana_de_acucar,181339
Santa Catarina,2019,cana_de_acucar,185602
Santa Catarina,2020,cana_de_acucar,191018
Santa Catarina,2021,cana_de_acucar,196145
Santa Catarina,2022,cana_de_acucar,187593
Santa Catarina,2023,cana_de_acucar,203695
Sao Paulo,2010,cana_de_acucar,426572099
Sao Paulo,2011,cana_de_acucar,427364854
Sao Paulo,2012,cana_de_acucar,408001978
Sao Paulo,2013,cana_de_acucar,434079735
Sao Paulo,2014,cana_de_acucar,401332100
Sao Paulo,2015,cana_de_acucar,423419511
Sao Paulo,2016,cana_de_acucar,442282329
Sao Paulo,2017,cana_de_acucar,450424570
Sao Paulo,2018,cana_de_acucar,430533785
Sao Paulo,2019,cana_de_acucar,425617093
Sao Paulo,2020,cana_de_acucar,431525560
Sao Paulo,2021,cana_de_acucar,405000643
Sao Paulo,2022,cana_de_acucar,420724619
Sao Paulo,2023,cana_de_acucar,439098082
Sergipe,2010,cana_de_acucar,2994819
Sergipe,2011,cana_de_acucar,3336034
Sergipe,2012,cana_de_acucar,3260251
Sergipe,2013,cana_de_acucar,3087048
Sergipe,2014,cana_de_acucar,3037432
Sergipe,2015,cana_de_acucar,3220415
Sergipe,2016,cana_de_acucar,2393110
Sergipe,2017,cana_de_acucar,2205631
Sergipe,2018,cana_de_acucar,2120194
Sergipe,2019,cana_de_acucar,1869853
Sergipe,2020,cana_de_acucar,2057934
Sergipe,2021,cana_de_acucar,2050654
Sergipe,2022,cana_de_acucar,2183372
Sergipe,2023,cana_de_acucar,2476045
Tocantins,2010,cana_de_acucar,715317
Tocantins,2011,cana_de_acucar,2164861
Tocantins,2012,cana_de_acucar,1859109
Tocantins,2013,cana_de_acucar,2074454
Tocantins,2014,cana_de_acucar,2805957
Tocantins,2015,cana_de_acucar,2855536
Tocantins,2016,cana_de_acucar,2974039
Tocantins,2017,cana_de_acucar,2935119
Tocantins,2018,cana_de_acucar,3104359
Tocantins,2019,cana_de_acucar,3106411
Tocantins,2020,cana_de_acucar,2379054
Tocantins,2021,cana_de_acucar,2284081
Tocantins,2022,cana_de_acucar,2534723
Tocantins,2023,cana_de_acucar,3072997
Brasil,2010,cevada,278558
Brasil,2011,cevada,303872
Brasil,2012,cevada,265025
Brasil,2013,cevada,330682
Brasil,2014,cevada,251539
Brasil,2015,cevada,186285
Brasil,2016,cevada,379687
Brasil,2017,cevada,302731
Brasil,2018,cevada,330374
Brasil,2019,cevada,405615
Brasil,2020,cevada,387146
Brasil,2021,cevada,452827
Brasil,2022,cevada,521996
Brasil,2023,cevada,375423
Distrito Federal,2016,cevada,312
Distrito Federal,2018,cevada,450
Distrito Federal,2019,cevada,315
Distrito Federal,2020,cevada,315
Distrito Federal,2021,cevada,315
Distrito Federal,2022,cevada,315
Minas Gerais,2017,cevada,2246
Minas Gerais,2018,cevada,2236
Minas Gerais,2019,cevada,2095
Minas Gerais,2022,cevada,1679
Minas Gerais,2023,cevada,1623
Parana,2010,cevada,181810
Parana,2011,cevada,194441
Parana,2012,cevada,164831
Parana,2013,cevada,192673
Parana,2014,cevada,185611
Parana,2015,cevada,128849
Parana,2016,cevada,202273
Parana,2017,cevada,179223
Parana,2018,cevada,219232
Parana,2019,cevada,247733
Parana,2020,cevada,278661
Parana,2021,cevada,321516
Parana,2022,cevada,360308
Parana,2023,cevada,276733
Rio Grande do Sul,2010,cevada,87020
Rio Grande do Sul,2011,cevada,98943
Rio Grande do Sul,2012,cevada,87410
Rio Grande do Sul,2013,cevada,130970
Rio Grande do Sul,2014,cevada,63153
Rio Grande do Sul,2015,cevada,45195
Rio Grande do Sul,2016,cevada,160297
Rio Grande do Sul,2017,cevada,110210
Rio Grande do Sul,2018,cevada,93181
Rio Grande do Sul,2019,cevada,140694
Rio Grande do Sul,2020,cevada,93057
Rio Grande do Sul,2021,cevada,110929
Rio Grande do Sul,2022,cevada,142104
Rio Grande do Sul,2023,cevada,71295
Santa Catarina,2010,cevada,9728
Santa Catarina,2011,cevada,10488
Santa Catarina,2012,cevada,12784
Santa Catarina,2013,cevada,7039
Santa Catarina,2014,cevada,2775
Santa Catarina,2015,cevada,6241
Santa Catarina,2016,cevada,6022
Santa Catarina,2017,cevada,3120
Santa Catarina,2018,cevada,2535
Santa Catarina,2019,cevada,2388
Santa Catarina,2020,cevada,1080
Santa Catarina,2021,cevada,1935
Santa Catarina,2022,cevada,1117
Santa Catarina,2023,cevada,4086
Sao Paulo,2015,cevada,6000
Sao Paulo,2016,cevada,10783
Sao Paulo,2017,cevada,7932
Sao Paulo,2018,cevada,12740
Sao Paulo,2019,cevada,12390
Sao Paulo,2020,cevada,14033
Sao Paulo,2021,cevada,18132
Sao Paulo,2022,cevada,16473
Sao Paulo,2023,cevada,21686
Acre,2010,feijao,6551
Acre,2011,feijao,4598
Acre,2012,feijao,6428
Acre,2013,feijao,6604
Acre,2014,feijao,4657
Acre,2015,feijao,4226
Acre,2016,feijao,4444
Acre,2017,feijao,3907
Acre,2018,feijao,3401
Acre,2019,feijao,3025
Acre,2020,feijao,2941
Acre,2021,feijao,2855
Acre,2022,feijao,2930
Acre,2023,feijao,2896
Alagoas,2010,feijao,22614
Alagoas,2011,feijao,18227
Alagoas,2012,feijao,3076
Alagoas,2013,feijao,10689
Alagoas,2014,feijao,13134
Alagoas,2015,feijao,10652
Alagoas,2016,feijao,5748
Alagoas,2017,feijao,14464
Alagoas,2018,feijao,8257
Alagoas,2019,feijao,9802
Alagoas,2020,feijao,10735
Alagoas,2021,feijao,13403
Alagoas,2022,feijao,7641
Alagoas,2023,feijao,13624
Amapa,2010,feijao,1468
Amapa,2011,feijao,954
Amapa,2012,feijao,925
Amapa,2013,feijao,1180
Amapa,2014,feijao,1043
Amapa,2015,feijao,980
Amapa,2016,feijao,1100
Amapa,2017,feijao,1274
Amapa,2018,feijao,782
Amapa,2019,feijao,805
Amapa,2020,feijao,812
Amapa,2021,feijao,3820
Amapa,2022,feijao,1100
Amapa,2023,feijao,963
Amazonas,2010,feijao,4350
Amazonas,2011,feijao,4760
Amazonas,2012,feijao,5353
Amazonas,2013,feijao,3886
Amazonas,2014,feijao,1806
Amazonas,2015,feijao,2434
Amazonas,2016,feijao,2004
Amazonas,2017,feijao,2221
Amazonas,2018,feijao,1324
Amazonas,2019,feijao,1432
Amazonas,2020,feijao,1508
Amazonas,2021,feijao,1169
Amazonas,2022,feijao,893
Amazonas,2023,feijao,948
Bahia,2010,feijao,316377
Bahia,2011,feijao,222382
Bahia,2012,feijao,106653
Bahia,2013,feijao,230704
Bahia,2014,feijao,356328
Bahia,2015,feijao,413496
Bahia,2016,feijao,144639
Bahia,2017,feijao,134828
Bahia,2018,feijao,129051
Bahia,2019,feijao,179570
Bahia,2020,feijao,193630
Bahia,2021,feijao,164055
Bahia,2022,feijao,176665
Bahia,2023,feijao,174572
Brasil,2010,feijao,3158905
Brasil,2011,feijao,3435366
Brasil,2012,feijao,2794854
Brasil,2013,feijao,2892599
Brasil,2014,feijao,3294586
Brasil,2015,feijao,3089333
Brasil,2016,feijao,2621267
Brasil,2017,feijao,3046079
Brasil,2018,feijao,2916365
Brasil,2019,feijao,2908075
Brasil,2020,feijao,3036254
Brasil,2021,feijao,2900805
Brasil,2022,feijao,2872474
Brasil,2023,feijao,2899043
Ceara,2010,feijao,83286
Ceara,2011,feijao,264205
Ceara,2012,feijao,52721
Ceara,2013,feijao,55630
Ceara,2014,feijao,108998
Ceara,2015,feijao,67368
Ceara,2016,feijao,56669
Ceara,2017,feijao,133341
Ceara,2018,feijao,137953
Ceara,2019,feijao,110067
Ceara,2020,feijao,124746
Ceara,2021,feijao,110981
Ceara,2022,feijao,101980
Ceara,2023,feijao,68044
Distrito Federal,2010,feijao,49007
Distrito Federal,2011,feijao,56985
Distrito Federal,2012,feijao,49389
Distrito Federal,2013,feijao,25032
Distrito Federal,2014,feijao,44350
Distrito Federal,2015,feijao,33496
Distrito Federal,2016,feijao,25795
Distrito Federal,2017,feijao,44625
Distrito Federal,2018,feijao,35820
Distrito Federal,2019,feijao,33609
Distrito Federal,2020,feijao,46484
Distrito Federal,2021,feijao,27240
Distrito Federal,2022,feijao,35700
Distrito Federal,2023,feijao,44247
Espirito Santo,2010,feijao,13247
Espirito Santo,2011,feijao,13400
Espirito Santo,2012,feijao,14411
Espirito Santo,2013,feijao,13329
Espirito Santo,2014,feijao,14133
Espirito Santo,2015,feijao,13483
Espirito Santo,2016,feijao,10843
Espirito Santo,2017,feijao,11674
Espirito Santo,2018,feijao,11839
Espirito Santo,2019,feijao,9766
Espirito Santo,2020,feijao,9421
Espirito Santo,2021,feijao,9920
Espirito Santo,2022,feijao,9909
Espirito Santo,2023,feijao,10482
Goias,2010,feijao,288816
Goias,2011,feijao,311837
Goias,2012,feijao,336304
Goias,2013,feijao,294027
Goias,2014,feijao,316287
Goias,2015,feijao,289463
Goias,2016,feijao,330284
Goias,2017,feijao,355422
Goias,2018,feijao,344329
Goias,2019,feijao,341045
Goias,2020,feijao,353457
Goias,2021,feijao,341189
Goias,2022,feijao,342170
Goias,2023,feijao,356020
Maranhao,2010,feijao,37542
Maranhao,2011,feijao,43030
Maranhao,2012,feijao,34837
Maranhao,2013,feijao,42983
Maranhao,2014,feijao,49988
Maranhao,2015,feijao,45918
Maranhao,2016,feijao,33776
Maranhao,2017,feijao,43454
Maranhao,2018,feijao,34236
Maranhao,2019,feijao,31047
Maranhao,2020,feijao,27260
Maranhao,2021,feijao,26707
Maranhao,2022,feijao,27470
Maranhao,2023,feijao,26474
Mato Grosso,2010,feijao,133813
Mato Grosso,2011,feijao,196006
Mato Grosso,2012,feijao,243365
Mato Grosso,2013,feijao,279617
Mato Grosso,2014,feijao,304043
Mato Grosso,2015,feijao,318881
Mato Grosso,2016,feijao,230897
Mato Grosso,2017,feijao,352422
Mato Grosso,2018,feijao,332976
Mato Grosso,2019,feijao,278957
Mato Grosso,2020,feijao,335345
Mato Grosso,2021,feijao,355501
Mato Grosso,2022,feijao,272056
Mato Grosso,2023,feijao,294014
Mato Grosso do Sul,2010,feijao,31937
Mato Grosso do Sul,2011,feijao,24008
Mato Grosso do Sul,2012,feijao,31694
Mato Grosso do Sul,2013,feijao,27563
Mato Grosso do Sul,2014,feijao,29241
Mato Grosso do Sul,2015,feijao,27057
Mato Grosso do Sul,2016,feijao,16446
Mato Grosso do Sul,2017,feijao,31338
Mato Grosso do Sul,2018,feijao,24176
Mato Grosso do Sul,2019,feijao,31323
Mato Grosso do Sul,2020,feijao,34262
Mato Grosso do Sul,2021,feijao,12057
Mato Grosso do Sul,2022,feijao,18183
Mato Grosso do Sul,2023,feijao,17856
Minas Gerais,2010,feijao,623720
Minas Gerais,2011,feijao,582966
Minas Gerais,2012,feijao,633827
Minas Gerais,2013,feijao,564295
Minas Gerais,2014,feijao,573203
Minas Gerais,2015,feijao,509164
Minas Gerais,2016,feijao,522388
Minas Gerais,2017,feijao,498441
Minas Gerais,2018,feijao,490414
Minas Gerais,2019,feijao,531604
Minas Gerais,2020,feijao,553065
Minas Gerais,2021,feijao,536826
Minas Gerais,2022,feijao,475364
Minas Gerais,2023,feijao,578804
Para,2010,feijao,36498
Para,2011,feijao,38013
Para,2012,feijao,35512
Para,2013,feijao,30737
Para,2014,feijao,28751
Para,2015,feijao,24800
Para,2016,feijao,24066
Para,2017,feijao,27880
Para,2018,feijao,20584
Para,2019,feijao,20883
Para,2020,feijao,19891
Para,2021,feijao,20759
Para,2022,feijao,20922
Para,2023,feijao,20479
Paraiba,2010,feijao,10176
Paraiba,2011,feijao,37890
Paraiba,2012,feijao,3199
Paraiba,2013,feijao,22207
Paraiba,2014,feijao,17874
Paraiba,2015,feijao,7019
Paraiba,2016,feijao,9349
Paraiba,2017,feijao,20527
Paraiba,2018,feijao,33878
Paraiba,2019,feijao,21143
Paraiba,2020,feijao,36103
Paraiba,2021,feijao,21366
Paraiba,2022,feijao,26749
Paraiba,2023,feijao,16544
Parana,2010,feijao,792010
Parana,2011,feijao,815280
Parana,2012,feijao,700371
Parana,2013,feijao,678105
Parana,2014,feijao,813623
Parana,2015,feijao,726213
Parana,2016,feijao,595210
Parana,2017,feijao,702212
Parana,2018,feijao,635086
Parana,2019,feijao,635728
Parana,2020,feijao,624801
Parana,2021,feijao,631397
Parana,2022,feijao,733352
Parana,2023,feijao,686477
Pernambuco,2010,feijao,68742
Pernambuco,2011,feijao,107418
Pernambuco,2012,feijao,18240
Pernambuco,2013,feijao,41098
Pernambuco,2014,feijao,52787
Pernambuco,2015,feijao,33967
Pernambuco,2016,feijao,24853
Pernambuco,2017,feijao,47844
Pernambuco,2018,feijao,50601
Pernambuco,2019,feijao,47498
Pernambuco,2020,feijao,64684
Pernambuco,2021,feijao,71153
Pernambuco,2022,feijao,44160
Pernambuco,2023,feijao,48173
Piaui,2010,feijao,32761
Piaui,2011,feijao,79946
Piaui,2012,feijao,26520
Piaui,2013,feijao,39833
Piaui,2014,feijao,55278
Piaui,2015,feijao,47531
Piaui,2016,feijao,21959
Piaui,2017,feijao,68653
Piaui,2018,feijao,93926
Piaui,2019,feijao,78642
Piaui,2020,feijao,82984
Piaui,2021,feijao,53280
Piaui,2022,feijao,65334
Piaui,2023,feijao,44517
Rio Grande do Norte,2010,feijao,10392
Rio Grande do Norte,2011,feijao,33810
Rio Grande do Norte,2012,feijao,1812
Rio Grande do Norte,2013,feijao,8832
Rio Grande do Norte,2014,feijao,10102
Rio Grande do Norte,2015,feijao,4169
Rio Grande do Norte,2016,feijao,3484
Rio Grande do Norte,2017,feijao,8941
Rio Grande do Norte,2018,feijao,22241
Rio Grande do Norte,2019,feijao,26390
Rio Grande do Norte,2020,feijao,23996
Rio Grande do Norte,2021,feijao,10396
Rio Grande do Norte,2022,feijao,16015
Rio Grande do Norte,2023,feijao,10894
Rio Grande do Sul,2010,feijao,112510
Rio Grande do Sul,2011,feijao,119108
Rio Grande do Sul,2012,feijao,85573
Rio Grande do Sul,2013,feijao,94805
Rio Grande do Sul,2014,feijao,110765
Rio Grande do Sul,2015,feijao,95349
Rio Grande do Sul,2016,feijao,87730
Rio Grande do Sul,2017,feijao,98783
Rio Grande do Sul,2018,feijao,94824
Rio Grande do Sul,2019,feijao,91774
Rio Grande do Sul,2020,feijao,81108
Rio Grande do Sul,2021,feijao,89744
Rio Grande do Sul,2022,feijao,85322
Rio Grande do Sul,2023,feijao,70643
Rio de Janeiro,2010,feijao,4442
Rio de Janeiro,2011,feijao,3836
Rio de Janeiro,2012,feijao,3422
Rio de Janeiro,2013,feijao,3039
Rio de Janeiro,2014,feijao,2466
Rio de Janeiro,2015,feijao,1810
Rio de Janeiro,2016,feijao,1717
Rio de Janeiro,2017,feijao,1699
Rio de Janeiro,2018,feijao,1458
Rio de Janeiro,2019,feijao,2838
Rio de Janeiro,2020,feijao,2036
Rio de Janeiro,2021,feijao,1144
Rio de Janeiro,2022,feijao,1451
Rio de Janeiro,2023,feijao,1596
Rondonia,2010,feijao,8747
Rondonia,2011,feijao,35563
Rondonia,2012,feijao,37685
Rondonia,2013,feijao,27993
Rondonia,2014,feijao,21587
Rondonia,2015,feijao,19475
Rondonia,2016,feijao,13323
Rondonia,2017,feijao,16541
Rondonia,2018,feijao,16158
Rondonia,2019,feijao,16036
Rondonia,2020,feijao,15660
Rondonia,2021,feijao,11968
Rondonia,2022,feijao,2787
Rondonia,2023,feijao,2445
Roraima,2010,feijao,1992
Roraima,2011,feijao,1992
Roraima,2012,feijao,1992
Roraima,2013,feijao,2251
Roraima,2014,feijao,1886
Roraima,2015,feijao,1964
Roraima,2016,feijao,1613
Roraima,2017,feijao,1716
Roraima,2018,feijao,910
Roraima,2019,feijao,970
Roraima,2020,feijao,1072
Roraima,2021,feijao,1514
Roraima,2022,feijao,1713
Roraima,2023,feijao,1453
Santa Catarina,2010,feijao,167903
Santa Catarina,2011,feijao,156744
Santa Catarina,2012,feijao,115719
Santa Catarina,2013,feijao,135855
Santa Catarina,2014,feijao,145171
Santa Catarina,2015,feijao,138776
Santa Catarina,2016,feijao,123461
Santa Catarina,2017,feijao,129591
Santa Catarina,2018,feijao,124420
Santa Catarina,2019,feijao,108976
Santa Catarina,2020,feijao,98608
Santa Catarina,2021,feijao,98334
Santa Catarina,2022,feijao,108105
Santa Catarina,2023,feijao,109530
Sao Paulo,2010,feijao,235234
Sao Paulo,2011,feijao,216829
Sao Paulo,2012,feijao,206738
Sao Paulo,2013,feijao,216471
Sao Paulo,2014,feijao,194490
Sao Paulo,2015,feijao,235999
Sao Paulo,2016,feijao,308813
Sao Paulo,2017,feijao,265564
Sao Paulo,2018,feijao,242769
Sao Paulo,2019,feijao,264859
Sao Paulo,2020,feijao,255490
Sao Paulo,2021,feijao,229660
Sao Paulo,2022,feijao,234837
Sao Paulo,2023,feijao,218240
Sergipe,2010,feijao,31343
Sergipe,2011,feijao,11576
Sergipe,2012,feijao,6304
Sergipe,2013,feijao,17886
Sergipe,2014,feijao,10177
Sergipe,2015,feijao,7992
Sergipe,2016,feijao,2643
Sergipe,2017,feijao,13691
Sergipe,2018,feijao,1927
Sergipe,2019,feijao,3836
Sergipe,2020,feijao,3776
Sergipe,2021,feijao,1828
Sergipe,2022,feijao,2192
Sergipe,2023,feijao,1738
Tocantins,2010,feijao,33427
Tocantins,2011,feijao,34003
Tocantins,2012,feijao,32784
Tocantins,2013,feijao,17948
Tocantins,2014,feijao,12418
Tocantins,2015,feijao,7651
Tocantins,2016,feijao,18013
Tocantins,2017,feijao,15026
Tocantins,2018,feijao,23025
Tocantins,2019,feijao,26450
Tocantins,2020,feijao,32379
Tocantins,2021,feijao,52539
Tocantins,2022,feijao,57474
Tocantins,2023,feijao,77370
Acre,2010,milho,81125
Acre,2011,milho,81793
Acre,2012,milho,96687
Acre,2013,milho,124536
Acre,2014,milho,104984
Acre,2015,milho,94483
Acre,2016,milho,82329
Acre,2017,milho,89244
Acre,2018,milho,80631
Acre,2019,milho,75412
Acre,2020,milho,83819
Acre,2021,milho,105885
Acre,2022,milho,135276
Acre,2023,milho,139065
Alagoas,2010,milho,23480
Alagoas,2011,milho,33393
Alagoas,2012,milho,1650
Alagoas,2013,milho,8749
Alagoas,2014,milho,11301
Alagoas,2015,milho,15800
Alagoas,2016,milho,13057
Alagoas,2017,milho,33507
Alagoas,2018,milho,25421
Alagoas,2019,milho,54122
Alagoas,2020,milho,61097
Alagoas,2021,milho,82272
Alagoas,2022,milho,48055
Alagoas,2023,milho,71427
Amapa,2010,milho,3233
Amapa,2011,milho,2466
Amapa,2012,milho,2120
Amapa,2013,milho,2011
Amapa,2014,milho,1958
Amapa,2015,milho,1650
Amapa,2016,milho,1517
Amapa,2017,milho,1564
Amapa,2018,milho,1155
Amapa,2019,milho,1138
Amapa,2020,milho,1150
Amapa,2021,milho,1186
Amapa,2022,milho,2350
Amapa,2023,milho,2217
Amazonas,2010,milho,34880
Amazonas,2011,milho,35945
Amazonas,2012,milho,36697
Amazonas,2013,milho,27610
Amazonas,2014,milho,21430
Amazonas,2015,milho,16816
Amazonas,2016,milho,9929
Amazonas,2017,milho,8852
Amazonas,2018,milho,8114
Amazonas,2019,milho,6683
Amazonas,2020,milho,6824
Amazonas,2021,milho,6363
Amazonas,2022,milho,5593
Amazonas,2023,milho,8265
Bahia,2010,milho,2223302
Bahia,2011,milho,2051623
Bahia,2012,milho,1882938
Bahia,2013,milho,2109906
Bahia,2014,milho,2920991
Bahia,2015,milho,2681529
Bahia,2016,milho,1580460
Bahia,2017,milho,1915453
Bahia,2018,milho,2264648
Bahia,2019,milho,1886858
Bahia,2020,milho,2646751
Bahia,2021,milho,2450153
Bahia,2022,milho,2739012
Bahia,2023,milho,3097058
Brasil,2010,milho,55364271
Brasil,2011,milho,55660235
Brasil,2012,milho,71072810
Brasil,2013,milho,80273172
Brasil,2014,milho,79881614
Brasil,2015,milho,85283700
Brasil,2016,milho,64188314
Brasil,2017,milho,97910658
Brasil,2018,milho,82366531
Brasil,2019,milho,101126409
Brasil,2020,milho,103990935
Brasil,2021,milho,88272116
Brasil,2022,milho,109738941
Brasil,2023,milho,131950246
Ceara,2010,milho,174955
Ceara,2011,milho,915286
Ceara,2012,milho,122501
Ceara,2013,milho,112741
Ceara,2014,milho,347828
Ceara,2015,milho,130887
Ceara,2016,milho,114675
Ceara,2017,milho,373425
Ceara,2018,milho,470149
Ceara,2019,milho,423601
Ceara,2020,milho,633317
Ceara,2021,milho,414411
Ceara,2022,milho,538505
Ceara,2023,milho,359987
Distrito Federal,2010,milho,246219
Distrito Federal,2011,milho,263888
Distrito Federal,2012,milho,403111
Distrito Federal,2013,milho,420636
Distrito Federal,2014,milho,666390
Distrito Federal,2015,milho,528188
Distrito Federal,2016,milho,292474
Distrito Federal,2017,milho,460740
